header,price,note,usable_area,floor_area,floor,energy_effeciency,ownership,description,long,lat,hash,gas,waste,equipment,state,construction_type,place,electricity,heating,transport,year_reconstruction,telecomunication,has_lift,has_garage,has_cellar,no_barriers,has_loggia,has_balcony,has_garden,has_parking,tags,disposition,bus_station_dist,train_station_dist,subway_station_dist,tram_station_dist,post_office_dist,atm_dist,doctor_dist,vet_dist,primary_school_dist,kindergarten_dist,supermarket_grocery_dist,restaurant_pub_dist,playground_dist,sports_field_dist,theatre_cinema_dist,pharmacy_dist,name,date
"Prodej bytu 2+1 48 m², Lužická, Praha, Praha",7500000,,48,,3.0,G,OSOBNI,"Nábízím ke koupi slunný,krásný byt na Kralovských Vinohradech v ulici Lužická.Ulice je klidná,jednosměrná patří mezi nejkrásnější na Vinohradech.Parkování je možné hned před domem.

Celý dům,výtah i byt je po kompletní rekonstrukci,avšak prvky Vinohradských činžovních domů zůstaly.

Byt se nachází ve 3.nadzemním podlaží. Typ bytu 2+1. Celková plocha je 48 m2. Celý byt je orientován na jih a skládá se z předsíně , koupelny s vanou,samostatného WC s umyvadlem,obývacího pokoje se zcela funkčními kamny, plně vybavené kuchyňe a ložnice. V bytě došlo ke kompletní renovaci původních oken,kamen a parketu.

Parky jako Riegrovy sady s neobvyklou vyhlídkou na centrum města nebo Grébovka s pavilonem a vinicí je v pěší vzdálenosti. 
Vyhledávaná lokalita s veškerou občanskou vybaveností a výbornou dopravní dostupností (metro A Náměstí Míru 700m, zastávka T.G.Masaryka tramvaje a autobusu 400m).",14.44532,50.07364,,,,CASTECNE,VERY_GOOD,CIHLA,"Lužická, Praha - Vinohrady",,,,,,True,False,False,,False,False,,True,MHD 3 minuty pěšky_Částečně vybaveno_Výtah_Parkování,DISP_2_1,,,,,268.33,,,,445.22,,254.92,158.58,389.74,635.96,,537.95,breality,2022-10-20
"Prodej bytu 2+kk 84 m², U Konečné, Praha, Praha",9291684,,84,,1.0,G,OSOBNI,"Byt 2+KK o velikosti 67,4m2 v 1.NP s předzahrádkou 17m2 na kterou je vstup z obývacího pokoje i ložnice. Byt je vybaven plovoucími podlahami v obytných místnostech, v koupelně je keramická dlažba a obklady, chodba a prostor kde bude stát kuchyňská linka je také dlažba.Okna jsou plastová, v místě kuchyňské linky bude veškerá příprava na napojení do odpadu. Byt je bez kuchyňské linky. V koupelně je sprchový kout nebo vana, wc, umývadlo a samozřejmě vývody na pračku a otopný žebřík. V bytě jsou radiátory.Před domem je vybudovaný krásný park určený pro relaxaci, odpočinek. V domě jsou v garáži parkovací místa i sklepy. Parkovací místo v garáži od 317.308,-Kč s DPH, venkovní 290.000,-Kč vč.DPH a zábrany . V Dolních Počernicích je veškerá občanská vybavenost. Dostupnost do centra je BUS, vlak, auto. Bytový dům je zkolaudován. V naší nabídce jsou také byty větších velikostí, s terasami,balkony, zahradami. Od 1+KK-5+KK,které budou mezonetové.

 

 

C2.1.3",14.5766,50.08289,,,,NEVYBAVENY,NEW,CIHLA,"U Konečné, Praha - Dolní Počernice",,,,,,True,True,True,,False,False,17.0,True,MHD 2 minuty pěšky_Výtah_Parkování_Sklep_Garáž,DISP_2_KK,,,,,888.0,,,,1053.19,,518.0,404.92,629.06,1741.12,,562.88,breality,2022-10-20
"Prodej bytu 2+kk 106 m², Černodolská, Praha, Praha",11353124,,106,,3.0,G,OSOBNI,"Byt 2+KK o velikosti 67,8m2 v 3.NP s velkou terasou 38m2 na kterou je vstup z obývacího pokoje. Byt je vybaven plovoucími podlahami v obytných místnostech, v koupelně je keramická dlažba a obklady, chodba a prostor kde bude stát kuchyňská linka je také dlažba.Okna jsou plastová, v místě kuchyňské linky bude veškerá příprava na napojení do odpadu. Byt je bez kuchyňské linky. V koupelně je sprchový kout nebo vana, wc, umývadlo a samozřejmě vývody na pračku a otopný žebřík. V bytě jsou radiátory.Před domem je vybudovaný krásný park určený pro relaxaci, odpočinek. V domě jsou v garáži parkovací místa i sklepy. Parkovací místo v garáži od 317.308,-Kč s DPH, venkovní 270.000,-Kč vč.DPH a zábrany. V Dolních Počernicích je veškerá občanská vybavenost. Dostupnost do centra je BUS, vlak, auto. Bytový dům je zkolaudován. V naší nabídce jsou také byty větších velikostí, s terasami,balkony, zahradami. Od 1+KK-5+KK,které budou mezonetové.

 

A1.3.8.",14.57544,50.0829,,,,NEVYBAVENY,NEW,CIHLA,"Černodolská, Praha - Dolní Počernice",,,,,,True,True,True,,False,False,,True,MHD 1 minuta pěšky_Výtah_Parkování_Sklep_Garáž_Terasa,DISP_2_KK,,,,,910.58,,,,1075.78,,604.42,491.35,651.65,1661.92,,600.13,breality,2022-10-20
"Prodej bytu 1+kk 28 m², Praha, Praha",4190000,,28,,4.0,C,OSOBNI,"Nabízím světlý a velmi klidný byt 1+kk v lokalitě Praha 8 – Troja. Byt o rozloze 28 m2 se nachází ve 4. patře revitalizovaného panelového domu s prostorným výtahem. K bytu náleží zasklená lodžie o velikosti 6m2 a sklep. Byt je po celkové rekonstrukci (koupelna s vanou, vestavěná skříň, bezpečnostní dveře). Byt disponuje krásným výhledem na Prahu a do zeleně. Parkování na ulici před domem je bezproblémové. Výborná dopravní dostupnost, metro C – Kobylisy je v docházkové vzdálenosti. Žádaná lokalita s dostupností zeleně - Čimický a Ďáblický háj, Botanická zahrada a Aquapark Šutka, tenisové a padelové kurty na domem. V okolí je veškerá občanská vybavenost. Přímý majitel. Tel.: 734 363 693  RK prosím nevolat.",14.43859,50.12405,,,,CASTECNE,VERY_GOOD,PANEL,Praha - Troja,,CENTRAL,,,,True,False,True,,True,False,,True,MHD 5 minut pěšky_Částečně vybaveno_Výtah_Parkování_Sklep_Lodžie,DISP_1_KK,,,,,1286.15,,,,530.59,,143.15,415.58,304.76,210.27,,395.46,breality,2022-10-20
"Prodej bytu 3+kk 68 m², Praha, Praha",7600000,,68,,3.0,B,OSOBNI,"Předmětem prodeje je bytová jednotka ve třetím nadzemním podlaží novostavby o dispozici 3+kk. Celková plocha je 68 m2 (byt 62,4 m2 + balkón 5,6 m2). K bytu přísluší sklep a dle obchodních podmínek je nutné koupit i garážové stání (474.950 Kč). Termín dokončení a předání je druhá polovina roku 2023. Hloubětín nabízí plnou občanskou vybavenost, mnoho zeleně v přilehlých upravených parcích a spoustu prostoru pro odpočinek i sport. Přírodní park Zahrádky včetně cyklostezky se nachází kousek od domu. Prodej je realizován formou podstoupení práv a povinností ze smlouvy o smlouvě budoucí kupní, neboť je projekt ve výstavbě. Nyní platíte pouze odstupné za převod smlouvy ve výši cca 35% z kupní ceny a zbytek až po kolaudaci kolaudaci v roce 2023. Fotografie jsou orientační...

Další info na vyžádání
tel 737283485
zpihera@seznam.cz",14.52602,50.10855,,,,VYBAVENY,CONSTRUCTION,CIHLA,Praha - Hloubětín,,,,,,False,True,True,,False,True,,False,MHD 3 minuty pěšky_Vybaveno_Balkón_Sklep_Garáž,DISP_3_KK,,,,,1327.93,,,,1084.39,,705.72,978.36,495.64,1026.82,,1222.34,breality,2022-10-20
"Prodej bytu 2+kk 53 m², Praha, Praha",8450000,,53,,5.0,B,UNDEFINED,"Nabízíme k prodeji:

Exkluzivní, nadstandardně vybavený byt v klidné lokalitě plné přírody. Riviéra Modřany je synonymem komfortního bydlení, kde ke spokojenému životu nechybí vůbec nic. Díky prostornému balkónu, budete mít mož­nost spatřit atraktivní výhledy do otevřeného prostoru údolí Vltavy, z něhož je možné sledovat protější břeh, Chuchelský háj či nádherné údolí Berounky. Bydlení je zasazeno v parku, který se nachází v sousedství zeleného pásu podél Vltavy s cyklobruslařskou stezkou a širokou nabídkou sportovního vyžití, golfu, te­nis­ových kurtů či freestyle parku pro mladší generaci. Naleznete zde vše pro váš spo­ko­je­ný život. Bytové domy Riviéra Modřany jsou situovány v městské části Praha 12 – Modřany v ulici Vorařská. Modřany jsou tradiční čtvrtí s fungující infrastrukturou a zázemím, jež nabízí veškerou občanskou vybavenost od mateřské a základní školy přes gym­náz­ium a polikliniku po obchody, jako jsou Billa a Albert. Předností lokality je rovněž rychlé dopravní spojení, kamkoli budete potřebovat. Tram­va­je vás dovezou do centra města za patnáct minut. Automobilová doprava je napojena na městský okruh a výpadové trasy dálnic a rychlostních komunikací. 

Jednotka se nachází v novostavbě projektu Riviéra Modřany, v domě D4 v posledním patře. K jednotce náleží balkón, sklep a kryté parkovací stání. Byt se skládá ze samostatné ložnice s francouzským oknem, prostorného a prosvětleného (francouzských oknem) obývacího pokoje s kuchyní. Vstup do obývacího pokoje je řešen posuvnými dveřmi do pouzdra. Před pokoji je vstupní chodba a samostatná prostorná koupelna se sprchovým koutem. Všechna okna jsou dřevěná, s trojsklem, a vybavena venkovními žaluziemi v barvě oken. 

Byt v rámci klientských změn prošel významnými změnami a doplněním nadstandardních materiálů. V celém bytě se nachází nadstandardní vinilová podlaha Pergo v barvě dubu a masivní dýhové dveře Sapeli - v dekoru dubu, s černým kováním M&T. V obou obytných místnostech jsou prémiové radiátory RADIK LINE, a dále prémiové klimatizační jednotky LG. Koupelna je provedena v nadstandardních obkladech 60x60 série Antique Marble of Cerim. V rámci koupelny je použita výběrová a kvalitní sanita, sprchový kout Hüppe na míru, stropní sprcha Hansgrohe s režimem Raindance, topný žebřík Virando a je provedena příprava na pračku a sušičku. Vedle umyvadla i ve sprchovém koutu jsou obkladové niky jako úložné prostory. Samozřejmostí je elektrická topná rohož v podlaze. Celý byt má nadstandardní množství zásuvek a jiných el. prvků značky Legrand (TV a internet. zásuvky v obou pokojích, příprava na zabezpečovací systém Jablotron, světelná pohybová čidla pro noční podsvětlení, příprava na domácí kino apod.).

Fotografie jsou pouze ilustrativní či vizualizace. Součástí bytu není kuchyňský kout ani jiné vybavení. 

Cena je složena: Jednotka (150 000 m2), sklep, garážové parkovací stání (500 000 Kč)

V případě zájmu volejte: +420 606 618 851",14.40006,50.01262,,,,NEVYBAVENY,NEW,OSTATNI,Praha - Modřany,,CENTRAL,,,,True,True,True,,False,True,,True,MHD 2 minuty pěšky_Výtah_Parkování_Balkón_Sklep_Garáž,DISP_2_KK,,,,,1912.7,,,,767.02,,1075.38,442.3,689.15,1360.16,,1319.22,breality,2022-10-20
"Prodej bytu 1+kk 43 m², Praha, Praha",5230000,,43,,2.0,B,OSOBNI,"Exkluzivní prodej ubytovací jednotky v developerském projektu Rezidence Radimova. Ubytovací jednotka 1+KK vznikne ve druhém patře reprezentativní novostavby domu umístěného přímo v Parku Kajetánka a bude mít západní orientaci. Výměra jednotky je 36.8 m2 + navazující zasklená lodžie o výměře 6,1m2, která podstatně zvětší celý obytný prostor. K ubytovací jednotce je možné přikoupit zděný sklep. Strategická poloha domu v širším centru města s výbornou dostupností do centra. Na Pražský hrad vzdálený 1,5 km se dostanete příjemnou procházkou. V okolí je kompletní infrastruktura, stejně tak jako mnoho míst v odpočinku. Park Ladronka 1,5 km, Obora Hvězda 3 km. Poloha domu nabízí i výborné spojení na Letiště Václava Havla. Z výše uvedeného tedy vyplívá, že se jedná o skvělou investici jak na bydlení, tak na pronájem, a to i krátkodobý. Prodej probíhá formou postoupení smlouvy od developera. Nyní hradíte pouze odstupné za postoupení 1 307 095,- Kč a doplatek kupní ceny se bude hradit až po kolaudaci v roce 2024. Je tedy dostatek času vyčkat na případné snížení úrokových sazeb. Uvedená cena je včetně DPH 21% a pro plátce DPH je tedy možnost odpočtu. Pro další informace nás neváhejte kontaktovat.
zpihera@seznam.cz  tel 737283485",14.36607,50.08775,,,,NEVYBAVENY,CONSTRUCTION,CIHLA,Praha - Břevnov,,,,,,False,False,False,,True,False,,False,MHD 2 minuty pěšky_Lodžie,DISP_1_KK,,,,,530.17,,,,116.01,,90.76,19.2,505.05,586.47,,19.59,breality,2022-10-20
"Prodej bytu 2+kk 52 m², Praha, Praha",6855000,,52,,2.0,B,UNDEFINED,"Nový byt IHNED K NASTĚHOVÁNÍ.

Nabízíme nový světlý praktický byt o dispozici 2+kk (51,62 m²) s balkónem (2,89 m²), který se nachází v 2. nadzemním podlaží bytového domu BD1. Byt je součástí již dokončené 1. etapy nového projektu Evergreen v Praze 8 na severozápadě starých Ďáblic, mezi ulicemi U Spojů a Statková. Najdete zde vše, co potřebujete ke spokojenému životu: plnou občanskou vybavenost, blízkost přírody i centra města a spoustu uklidňující zeleně.  
Evergreen je místem, které svým rezidentům poskytuje nejen příjemné prostředí, ale i ideální dispozice, dostatečný prostor a kvalitní materiály. Zalíbení tu najde každý, kdo chce žít v klidné čtvrti s parčíky a ulicemi lemovanými zelení, avšak se všemi výhodami, které nabízí město. Centrum Ďáblic prošlo nedávno revitalizací, najdete zde nový multifunkční obecní dům s radnicí, ordinacemi lékařů a poštou. V blízkosti Evergreenu tak budete mít k dispozici veškerou občanskou vybavenost: školku, školu, komunitní kulturní centrum, lékárnu, obchody či fitness centrum. Dostatek klidu a prostoru pro sport a odpočinek naleznete v nedalekém Ďáblickém háji. Na nejbližší autobusovou zastávku se dostanete po 2 minutách chůze a autobusem dojedete za necelých 10 min na stanici metra Ládví. Do obchodního centra Letňany se dostanete po 7 minutách jízdy autem, do Holešovic a na Letnou vám bude stačit 15 minut.  
V případě zájmu nás neváhejte kontaktovat. Více informací o tomto bytu, projektu a lokalitě najdete na webu projektu Evergreen. Prodej přímo od developera.
Cena bytu je uvedena včetně DPH a zahrnuje i sklep.
HYPOTÉKA NENÍ MOŽNÁ.",14.47491,50.14495,,,,NEVYBAVENY,NEW,OSTATNI,Praha - Ďáblice,,,,,,False,False,True,,False,True,,False,Novostavba_Balkón_Sklep,DISP_2_KK,,,,,,,,,,,,,,,,,breality,2022-10-20
"Prodej bytu 2+kk 118 m², Černodolská, Praha, Praha",8443855,,118,,1.0,G,OSOBNI,"Byt 2+KK o velikosti 50m2 v 1.NP s předzahrádkou 68m2 na kterou je vstup z obývacího pokoje a ložnice pokoje. Byt je vybaven plovoucími podlahami v obytných místnostech, v koupelně je keramická dlažba a obklady, .Okna jsou plastová, v místě kuchyňské linky bude veškerá příprava na napojení do odpadu. Byt je bez kuchyňské linky. V koupelně je sprchový kout nebo vana, wc, umývadlo a samozřejmě vývody na pračku a otopný žebřík. V bytě jsou radiátory.Před domem je vybudovaný krásný park určený pro relaxaci, odpočinek. V domě jsou v garáži parkovací místa i sklepy. Parkovací místo v garáži od 317.308,-Kč s DPH, venkovní 290.000,-Kč vč.DPH a zábrany. V Dolních Počernicích je veškerá občanská vybavenost. Dostupnost do centra je BUS, vlak, auto. Bytový dům je zkolaudován. V naší nabídce jsou také byty větších velikostí, s terasami, balkony, zahradami. Od 1+KK-5+KK,které jsou mezonetové.

 

B1.1.1.",14.57593,50.08325,,,,NEVYBAVENY,NEW,CIHLA,"Černodolská, Praha - Dolní Počernice",,,,,,True,True,True,,False,False,68.0,True,MHD 1 minuta pěšky_Výtah_Parkování_Sklep_Garáž,DISP_2_KK,,,,,899.82,,,,1065.02,,529.82,416.75,640.89,1644.19,,574.71,breality,2022-10-20
"Prodej bytu 2+kk 66 m², Praha, Praha",12831520,,66,,2.0,B,UNDEFINED,"Nabízíme k prodeji zcela nové byty na Smíchově.Jedná se o rezidenční bydlení, bytové domy jsou celkem tři a mají společný vnitroblok, kde jsou parkovací místa.Domy jsou na dvou adresách Na Neklance a Nad Koulkou. Domy mají max 5 pater s výtahem,parkování v garáži, které je řešeno zakladači. Ke každému bytu je přiřazený sklep.Projekt je proveden ve vyšším standardu ...eurookna s treojsklem s přípravou na předokenní rolety,obytné místnosti vinyl click,koupelna+wc velkoformátová dlažba,vchodové dveře do bytu dýha ručně stříkané,interiérové dveře hladké bílé s grafitovým kováním,v koupelně umyvadlo vč. spodní skříňky, vana, závěsné WC zn.Willeroy&Boch,standardy jsou ke stažení na našich stránkách kde najdete i více informací.

 

 

V nabídce je více bytů 2+kk, 3+kk a 3+1

 

 

 

k bytu je nutné dokoupit parkovaní v garáži nebo venku ve vnitrobloku.

 

 

 

byt 2+KK, budova A, 2NP, č. - označení na stránkách A2NP5",14.40291,50.06102,,,,NEVYBAVENY,CONSTRUCTION,CIHLA,Praha - Smíchov,,,,,,True,True,True,,False,False,,True,MHD 2 minuty pěšky_Výtah_Parkování_Sklep_Garáž,DISP_2_KK,,,,,722.71,,,,805.67,,253.0,189.73,611.84,932.63,,189.67,breality,2022-10-20
"Prodej bytu 3+kk 96 m², Zvěřinova, Praha, Praha",13780000,,96,,3.0,,OSOBNI,"Nabízíme ke koupi luxusní byt s dispozicí 3+kk o čisté užitné ploše 89 m2 + 2x balkón (17 + 6 m2) v novostavbě z roku 2020 ve velmi oblíbené a lukrativní lokalitě na Praze 10, Strašnice, Zvěřinova ulice, v objektu Tulipa Třebešín 3. etapa. Byt se nachází ve 3NP. Jedná se o rohový byt s orientací jih – východ. Dispozici bytu tvoří obývací pokoj (32 m2) s plně vybaveným kuchyňským koutem s přímým vstupem na balkon (17 m2), dvě ložnice (16 + 17m2) jedna se vstupem na balkon (6 m2), chodba, koupelna (ve které je jak sprchový kout, tak i prostorná vana), šatna a samostatné WC. K bytu dále náleží garážové stání a sklep v 2.PP. Velmi oblíbená lokalita s veškerou občanskou vybaveností v místě, nedaleko se nachází Malešického parku. Za 4 minuty se lze autobusem dostat ke stanici metra Želivského. Osobní vlastnictví s možností financování hypotečním úvěrem, který za Vás rádi vyřídíme. Doporučujeme osobní prohlídku této nemovitosti.",14.48354506528,50.084494760742,,,,,GOOD,CIHLA,"Zvěřinova, Praha - Strašnice",,,,,,False,True,True,,False,True,,False,MHD 1 minuta pěšky_Balkón_Sklep_Garáž,DISP_3_KK,,,,,1339.7,,,,1170.33,,616.65,546.95,396.55,513.12,,976.76,breality,2022-10-20
